TEI,TEO,TCI,TCO,kW,TEA,TCA,TRE,TRC,TRC_sub,T_suc,Tsh_suc,TR_dis,Tsh_dis,TO_sump,PO_net,label,evap_temp_diff,cond_temp_diff,estimated_cooling_tons,cop,efficiency_kw_per_ton
52.9,50.22,75.17,78.0,35.13,6.0,1.7,44.1,79.5,3.2,50.0,5.9,143.0,64.0,120.9,94.2,1,2.6799999999999997,2.8299999999999983,102.960175,10.307740833333334,0.34119988626670456
52.94,50.18,75.17,78.0,35.08,6.1,1.4,44.0,79.5,3.3,50.0,6.0,143.0,63.7,121.2,94.2,1,2.759999999999998,2.8299999999999983,102.81363333333333,10.307740833333334,0.34119988626670456
52.9,50.18,75.17,77.96,35.06,6.0,1.6,44.1,79.5,3.0,50.0,5.9,143.0,63.7,121.5,94.5,1,2.719999999999999,2.789999999999992,102.75501666666668,10.307740833333332,0.34119988626670456
52.94,50.22,75.17,77.96,35.11,6.1,2.0,44.0,79.8,3.6,49.8,5.7,143.2,63.2,121.2,96.0,1,2.719999999999999,2.789999999999992,102.90155833333334,10.307740833333334,0.34119988626670456
52.94,50.22,75.17,77.96,35.12,6.0,1.6,44.0,79.8,3.6,50.0,5.9,143.2,63.2,121.2,94.5,1,2.719999999999999,2.789999999999992,102.93086666666666,10.307740833333334,0.34119988626670456
52.9,50.18,75.17,77.96,35.11,6.0,1.6,44.1,79.5,3.5,50.0,6.0,143.0,63.5,121.5,94.2,1,2.719999999999999,2.789999999999992,102.90155833333334,10.307740833333334,0.34119988626670456
52.9,50.18,75.17,78.0,35.1,6.0,1.6,44.1,79.5,3.6,50.0,5.9,143.2,63.2,121.5,95.5,1,2.719999999999999,2.8299999999999983,102.87225000000001,10.307740833333334,0.34119988626670456
52.9,50.18,75.17,77.96,35.13,6.1,1.6,44.0,79.2,3.2,50.0,6.0,143.2,64.0,121.5,94.7,1,2.719999999999999,2.789999999999992,102.960175,10.307740833333334,0.34119988626670456
52.9,50.18,75.22,77.96,35.13,6.3,1.3,44.0,79.2,3.3,50.0,6.0,143.2,64.0,121.5,93.9,1,2.719999999999999,2.739999999999995,102.960175,10.307740833333334,0.34119988626670456
52.9,50.18,75.17,78.0,35.14,6.0,1.6,44.1,79.5,3.3,50.0,6.0,143.2,63.5,121.7,94.9,1,2.719999999999999,2.8299999999999983,102.98948333333334,10.307740833333334,0.34119988626670456
52.86,50.18,75.17,78.0,35.13,6.0,1.7,44.1,79.8,3.6,50.0,5.7,143.2,63.4,121.5,96.4,1,2.6799999999999997,2.8299999999999983,102.960175,10.307740833333334,0.34119988626670456
52.9,50.14,75.17,77.96,35.09,6.0,1.4,44.1,79.2,3.3,50.0,5.9,143.2,63.8,121.2,95.9,1,2.759999999999998,2.789999999999992,102.84294166666668,10.307740833333332,0.34119988626670456
52.9,50.14,75.17,78.0,35.12,6.2,1.3,44.1,79.2,3.3,50.0,5.9,143.0,63.5,121.5,93.5,1,2.759999999999998,2.8299999999999983,102.93086666666666,10.307740833333334,0.34119988626670456
52.9,50.18,75.17,77.96,35.11,6.1,2.0,44.0,79.5,3.3,50.0,5.9,143.2,63.7,121.2,94.2,1,2.719999999999999,2.789999999999992,102.90155833333334,10.307740833333334,0.34119988626670456
52.9,50.18,75.17,77.96,35.13,6.0,1.9,44.1,79.8,3.3,49.8,5.7,143.2,63.4,121.5,95.0,1,2.719999999999999,2.789999999999992,102.960175,10.307740833333334,0.34119988626670456
52.86,50.14,75.17,77.96,35.13,6.0,1.3,44.0,79.2,3.3,50.0,6.0,143.0,64.0,121.2,94.5,1,2.719999999999999,2.789999999999992,102.960175,10.307740833333334,0.34119988626670456
52.9,50.14,75.17,77.96,35.17,6.0,1.9,44.1,79.8,3.5,50.0,6.0,143.2,63.7,121.7,94.4,1,2.759999999999998,2.789999999999992,103.07740833333334,10.307740833333334,0.34119988626670456
52.86,50.14,75.17,77.96,35.14,6.0,1.6,44.1,79.5,3.6,49.8,5.7,143.2,63.7,121.5,94.7,1,2.719999999999999,2.789999999999992,102.98948333333334,10.307740833333334,0.34119988626670456
52.9,50.14,75.22,78.0,35.13,6.2,1.4,44.1,79.5,3.3,50.0,6.0,143.0,63.7,121.7,95.0,1,2.759999999999998,2.780000000000001,102.960175,10.307740833333334,0.34119988626670456
52.86,50.14,75.22,78.0,35.17,6.0,1.3,44.1,79.2,3.2,50.0,5.9,143.0,63.8,121.7,95.4,1,2.719999999999999,2.780000000000001,103.07740833333334,10.307740833333334,0.34119988626670456
52.86,50.14,75.22,78.0,35.15,6.0,1.1,44.1,79.2,3.8,49.8,5.9,143.2,63.8,121.5,95.2,1,2.719999999999999,2.780000000000001,103.01879166666666,10.307740833333332,0.3411998862667046
52.86,50.14,75.13,78.0,38.52,6.6,1.4,43.5,78.9,2.2,49.8,6.2,143.2,64.3,121.7,95.5,1,2.719999999999999,2.8700000000000045,112.8957,10.307740833333332,0.3411998862667046
52.9,50.14,74.64,77.83,35.46,6.0,1.4,43.8,77.3,1.1,49.8,6.2,143.0,65.9,122.0,95.5,1,2.759999999999998,3.1899999999999977,103.92735,10.307740833333334,0.34119988626670456
53.02,50.1,74.11,77.47,35.68,6.0,1.1,44.6,76.3,0.3,49.8,5.4,143.0,66.7,121.7,94.4,1,2.9200000000000017,3.3599999999999994,104.57213333333334,10.307740833333334,0.34119988626670456
53.43,50.22,73.37,76.93,38.66,8.7,2.9,42.9,77.3,1.3,50.0,7.1,142.3,65.0,121.7,95.0,1,3.210000000000001,3.5600000000000023,113.30601666666666,10.307740833333334,0.34119988626670456
54.01,50.63,72.64,76.32,37.46,9.3,2.2,42.6,76.3,0.3,50.1,7.8,142.3,65.7,122.0,94.0,1,3.3799999999999955,3.6799999999999926,109.78901666666665,10.307740833333332,0.3411998862667046
54.5,50.96,72.06,75.91,42.72,9.0,3.0,43.1,77.3,1.9,50.4,7.1,141.0,64.0,121.7,95.8,1,3.539999999999999,3.8499999999999943,125.2052,10.307740833333334,0.34119988626670456
55.07,51.25,71.49,75.54,44.19,8.6,4.3,43.3,78.9,4.2,50.3,7.1,140.0,61.1,121.7,95.8,1,3.8200000000000003,4.050000000000011,129.513525,10.307740833333334,0.3411998862667046
55.6,51.45,71.0,75.38,45.29,8.1,4.8,43.6,79.8,5.4,50.1,6.8,138.7,58.9,121.7,96.4,1,4.149999999999999,4.3799999999999955,132.73744166666668,10.307740833333334,0.34119988626670456
56.05,51.49,70.63,75.38,48.5,8.6,4.4,42.6,79.8,6.0,49.6,7.2,136.5,57.0,121.5,98.3,1,4.559999999999995,4.75,142.14541666666668,10.307740833333334,0.34119988626670456
56.46,51.45,70.38,75.5,49.17,8.9,5.0,42.0,81.0,7.5,49.5,7.4,134.7,53.7,122.0,98.0,1,5.009999999999998,5.1200000000000045,144.10907500000002,10.307740833333334,0.34119988626670456
56.75,51.29,70.3,75.7,50.03,7.7,4.8,42.9,81.3,8.0,49.1,6.0,132.6,51.1,121.5,95.0,1,5.460000000000001,5.400000000000006,146.62959166666667,10.307740833333334,0.34119988626670456
56.95,51.08,70.26,75.95,53.47,6.9,4.8,43.2,82.3,8.7,48.8,5.6,130.7,48.1,121.7,98.0,1,5.8700000000000045,5.689999999999998,156.71165833333333,10.307740833333332,0.34119988626670456
57.04,50.84,70.3,76.32,54.5,6.3,5.0,43.5,82.6,8.4,48.3,5.0,128.2,45.3,121.7,97.0,1,6.199999999999996,6.019999999999996,159.73041666666668,10.307740833333334,0.34119988626670456
57.08,50.55,70.42,76.73,52.87,6.4,4.5,43.1,82.6,8.3,48.0,5.1,126.3,43.4,121.7,95.5,1,6.530000000000001,6.310000000000002,154.95315833333333,10.307740833333334,0.34119988626670456
57.08,50.27,70.59,77.1,52.61,6.9,4.2,42.4,82.6,8.2,47.8,5.3,124.5,41.4,121.7,99.6,1,6.809999999999995,6.509999999999991,154.19114166666668,10.307740833333336,0.34119988626670456
57.04,50.06,70.79,77.42,52.29,7.1,4.2,42.0,82.6,7.9,47.7,5.7,122.7,40.1,121.7,100.9,1,6.979999999999997,6.6299999999999955,153.253275,10.307740833333332,0.34119988626670456
56.95,49.9,71.08,77.71,52.33,7.0,3.9,42.3,82.6,8.0,47.7,5.4,121.2,38.0,121.7,99.8,1,7.050000000000004,6.6299999999999955,153.37050833333333,10.307740833333334,0.34119988626670456
56.87,49.73,71.24,78.0,52.5,6.9,4.8,42.4,82.9,7.9,47.3,4.9,119.9,37.0,121.2,100.1,1,7.140000000000001,6.760000000000005,153.86875,10.307740833333334,0.34119988626670456
56.79,49.65,71.41,78.2,52.67,6.5,4.6,42.4,83.5,7.5,47.5,4.7,119.0,35.3,121.2,100.5,1,7.140000000000001,6.790000000000006,154.36699166666668,10.307740833333334,0.34119988626670456
56.79,49.57,71.61,78.41,52.82,6.7,4.7,42.8,83.2,7.5,47.5,4.9,117.8,34.6,121.7,98.0,1,7.219999999999999,6.799999999999997,154.80661666666668,10.307740833333334,0.34119988626670456
56.79,49.53,71.69,78.57,52.89,6.5,4.9,42.8,84.0,8.1,47.3,4.5,117.4,33.3,121.5,96.6,1,7.259999999999998,6.8799999999999955,155.011775,10.307740833333332,0.34119988626670456
56.75,49.53,71.86,78.69,52.92,6.5,4.1,42.8,83.5,7.8,47.3,4.5,116.7,33.2,121.5,97.8,1,7.219999999999999,6.829999999999998,155.0997,10.307740833333334,0.34119988626670456
56.79,49.49,72.02,78.86,52.91,6.5,4.6,42.8,83.8,7.8,47.3,4.7,116.0,32.4,121.2,97.3,1,7.299999999999997,6.840000000000003,155.07039166666667,10.307740833333334,0.34119988626670456
56.79,49.45,72.1,78.94,52.92,6.7,4.4,42.6,83.8,7.6,47.3,4.7,115.7,31.8,121.2,99.3,1,7.339999999999996,6.840000000000003,155.0997,10.307740833333334,0.34119988626670456
56.83,49.45,72.23,79.06,52.85,6.7,4.3,42.6,83.8,7.6,47.3,4.7,115.3,31.5,121.5,100.0,1,7.3799999999999955,6.829999999999998,154.89454166666667,10.307740833333332,0.34119988626670456
56.83,49.49,72.35,79.23,52.93,6.9,4.3,42.6,83.8,7.3,47.3,4.7,115.3,31.1,120.9,98.6,1,7.339999999999996,6.88000000000001,155.12900833333333,10.307740833333334,0.34119988626670456
56.87,49.53,72.47,79.31,52.96,6.9,4.1,42.6,83.8,7.5,47.5,4.9,115.1,30.9,120.9,99.0,1,7.339999999999996,6.840000000000003,155.21693333333334,10.307740833333334,0.34119988626670456
56.91,49.53,72.55,79.43,52.97,6.9,4.3,42.4,84.0,7.5,47.5,4.9,114.9,30.7,120.9,99.0,1,7.3799999999999955,6.88000000000001,155.24624166666666,10.307740833333332,0.34119988626670456
56.95,49.61,72.64,79.47,52.99,6.8,4.6,42.8,84.3,7.6,47.5,4.9,114.7,30.2,120.9,97.3,1,7.340000000000003,6.829999999999998,155.30485833333333,10.307740833333332,0.3411998862667046
56.95,49.65,72.72,79.55,52.89,7.0,4.0,42.6,83.5,6.8,47.5,4.9,114.5,31.0,120.9,101.4,1,7.300000000000004,6.829999999999998,155.011775,10.307740833333332,0.34119988626670456
57.0,49.69,72.72,79.59,52.68,7.2,3.8,42.6,82.9,6.1,47.5,4.9,114.2,31.6,120.7,100.3,1,7.310000000000002,6.8700000000000045,154.3963,10.307740833333334,0.3411998862667046
57.08,49.73,72.55,79.51,52.61,7.4,3.9,42.6,82.6,5.9,47.7,5.1,114.2,31.6,120.9,100.1,1,7.350000000000001,6.960000000000008,154.19114166666668,10.307740833333336,0.34119988626670456
57.24,49.82,72.31,79.31,52.01,7.9,3.9,42.4,81.8,4.8,47.7,5.3,114.0,32.5,120.9,98.3,1,7.420000000000002,7.0,152.43264166666665,10.307740833333334,0.3411998862667046
57.53,50.02,71.86,79.02,53.26,8.8,4.0,41.8,81.8,5.4,47.8,6.0,114.0,32.2,120.4,99.3,1,7.509999999999998,7.159999999999997,156.09618333333333,10.307740833333334,0.34119988626670456
57.77,50.18,71.49,78.73,51.67,9.2,4.4,41.6,81.5,5.5,48.0,6.5,113.6,32.1,120.4,97.9,1,7.590000000000003,7.240000000000009,151.43615833333334,10.307740833333332,0.34119988626670456
57.98,50.39,71.16,78.37,52.81,8.8,4.5,42.1,81.5,5.8,48.0,6.0,113.6,32.1,120.7,98.0,1,7.589999999999996,7.210000000000008,154.77730833333337,10.307740833333334,0.3411998862667045
58.22,50.55,70.87,78.08,54.52,9.3,5.5,41.8,82.3,6.9,48.0,6.4,113.3,31.0,120.4,98.9,1,7.670000000000002,7.209999999999994,159.78903333333332,10.30774083333333,0.3411998862667046
58.47,50.72,70.63,77.92,54.84,8.8,5.1,42.1,82.6,7.3,48.2,6.2,112.9,30.6,120.2,98.6,1,7.75,7.290000000000006,160.72690000000003,10.307740833333334,0.34119988626670456
58.72,50.8,70.51,77.87,57.12,8.9,5.0,42.0,82.9,7.9,48.0,6.2,112.9,30.0,120.4,100.9,1,7.920000000000002,7.359999999999999,167.4092,10.307740833333332,0.34119988626670456
58.84,50.8,70.42,77.92,57.76,9.1,5.7,41.5,83.5,8.6,47.8,6.2,112.7,28.9,120.2,99.9,1,8.040000000000006,7.5,169.28493333333333,10.307740833333334,0.34119988626670456
59.0,50.8,70.38,78.0,57.48,9.3,5.2,41.6,83.5,7.9,47.7,6.2,112.4,28.9,119.9,99.3,1,8.200000000000003,7.6200000000000045,168.46429999999998,10.307740833333332,0.3411998862667046
59.12,50.8,70.38,78.12,58.4,9.2,5.4,41.6,84.0,9.0,47.7,5.9,112.2,28.0,119.9,100.1,1,8.32,7.740000000000009,171.16066666666666,10.307740833333332,0.3411998862667046
59.25,50.76,70.42,78.28,59.94,9.0,5.4,41.6,84.0,8.9,47.5,5.7,112.0,27.7,119.9,101.1,1,8.490000000000002,7.859999999999999,175.67415,10.307740833333334,0.34119988626670456
59.33,50.72,70.51,78.45,59.0,8.8,5.4,41.5,84.3,8.2,47.3,5.7,111.8,28.0,119.9,99.1,1,8.61,7.939999999999998,172.91916666666665,10.307740833333332,0.3411998862667046
59.37,50.68,70.51,78.61,59.44,8.8,5.6,41.6,84.3,8.4,47.3,5.7,111.6,27.3,119.7,99.1,1,8.689999999999998,8.099999999999994,174.20873333333333,10.307740833333334,0.34119988626670456
59.41,50.68,70.55,78.65,60.75,8.7,5.5,41.6,84.6,8.3,47.5,5.9,111.3,27.6,119.7,100.6,1,8.729999999999997,8.100000000000009,178.048125,10.307740833333332,0.34119988626670456
59.45,50.59,70.59,78.78,59.89,8.6,5.2,41.6,84.3,8.9,47.3,5.7,111.3,27.0,119.7,99.4,1,8.86,8.189999999999998,175.52760833333335,10.307740833333332,0.34119988626670456
59.45,50.51,70.59,78.82,60.09,8.8,4.9,41.5,84.0,8.3,47.2,5.7,111.1,27.3,119.7,100.9,1,8.940000000000005,8.22999999999999,176.113775,10.307740833333334,0.3411998862667046
59.41,50.43,70.59,78.9,61.13,8.5,5.5,41.6,84.6,8.6,47.0,5.4,111.1,26.5,119.7,102.2,1,8.979999999999997,8.310000000000002,179.16184166666667,10.307740833333334,0.34119988626670456
59.41,50.39,70.67,78.98,60.1,8.5,5.4,41.2,84.6,8.3,47.0,5.5,111.1,26.3,119.5,101.8,1,9.019999999999996,8.310000000000002,176.14308333333335,10.307740833333334,0.34119988626670456
59.41,50.31,70.67,79.06,60.25,8.5,4.9,41.6,84.0,8.1,47.0,5.5,111.1,26.9,119.5,101.3,1,9.099999999999994,8.39,176.58270833333333,10.307740833333332,0.3411998862667046
59.37,50.27,70.67,79.14,61.1,8.9,5.2,41.2,84.3,8.0,47.0,5.5,110.9,26.7,119.5,101.8,1,9.099999999999994,8.469999999999999,179.07391666666666,10.307740833333332,0.3411998862667046
59.33,50.22,70.63,79.1,60.33,8.5,5.4,41.5,84.9,8.9,47.0,5.5,110.9,26.0,119.5,100.4,1,9.11,8.469999999999999,176.81717500000002,10.307740833333336,0.34119988626670456
59.33,50.18,70.67,79.14,60.28,8.3,5.2,41.5,84.3,8.0,46.8,5.2,110.9,26.4,119.2,100.8,1,9.149999999999999,8.469999999999999,176.67063333333334,10.307740833333334,0.34119988626670456
59.29,50.14,70.63,79.1,60.83,8.6,5.7,41.2,84.6,7.8,46.8,5.6,110.7,26.7,119.2,101.8,1,9.149999999999999,8.469999999999999,178.28259166666666,10.307740833333334,0.34119988626670456
59.25,50.1,70.59,79.1,60.35,8.8,5.2,41.2,84.6,8.4,46.8,5.6,110.7,26.1,119.2,100.1,1,9.149999999999999,8.509999999999991,176.87579166666666,10.307740833333332,0.3411998862667046
59.21,50.06,70.63,79.1,60.28,8.3,5.1,41.5,84.0,8.6,46.8,5.6,110.5,26.5,119.0,99.1,1,9.149999999999999,8.469999999999999,176.67063333333334,10.307740833333334,0.34119988626670456
59.17,50.02,70.59,79.1,60.34,8.5,4.9,41.5,84.0,7.8,46.8,5.6,110.5,26.5,119.0,100.9,1,9.149999999999999,8.509999999999991,176.84648333333334,10.307740833333334,0.3411998862667046
59.12,50.02,70.63,79.1,60.17,8.8,5.7,41.0,84.3,8.3,46.8,5.8,110.3,26.0,118.8,99.6,1,9.099999999999994,8.469999999999999,176.34824166666667,10.307740833333332,0.3411998862667046
59.12,50.02,70.63,79.1,60.21,8.3,5.4,41.5,84.3,8.6,46.8,5.5,110.5,26.2,118.8,99.4,1,9.099999999999994,8.469999999999999,176.465475,10.307740833333334,0.3411998862667046
59.08,49.94,70.63,79.14,60.37,8.6,5.2,41.2,84.3,8.6,46.8,5.6,110.3,25.7,118.8,99.4,1,9.14,8.510000000000005,176.93440833333332,10.307740833333332,0.3411998862667046
59.08,49.98,70.63,79.14,59.86,8.6,5.4,41.2,84.0,8.1,46.8,5.6,110.3,26.5,118.8,98.6,1,9.100000000000001,8.510000000000005,175.43968333333333,10.307740833333334,0.34119988626670456
59.08,49.94,70.63,79.1,60.37,8.6,5.2,41.0,84.3,8.0,46.8,5.6,110.3,26.0,118.8,100.6,1,9.14,8.469999999999999,176.93440833333332,10.307740833333332,0.3411998862667046
59.08,49.94,70.63,79.14,60.18,8.8,5.4,41.0,84.3,8.1,46.8,5.6,110.5,26.0,118.8,98.9,1,9.14,8.510000000000005,176.37754999999999,10.307740833333332,0.3411998862667046
59.04,49.94,70.63,79.14,60.22,8.8,5.4,41.0,84.3,8.3,46.6,5.6,110.5,25.8,118.5,100.3,1,9.100000000000001,8.510000000000005,176.49478333333332,10.307740833333332,0.3411998862667046
59.04,49.94,70.59,79.14,60.12,8.6,5.3,41.0,84.0,8.0,46.6,5.4,110.3,26.3,118.5,101.3,1,9.100000000000001,8.549999999999997,176.2017,10.307740833333332,0.3411998862667046
59.0,49.9,70.55,79.1,60.31,8.6,5.1,41.0,84.0,8.4,46.8,5.6,110.1,26.3,118.5,102.3,1,9.100000000000001,8.549999999999997,176.75855833333335,10.307740833333334,0.34119988626670456
59.0,49.94,70.55,79.06,60.09,8.4,5.4,41.2,84.3,8.4,46.6,5.6,110.1,26.0,118.3,99.8,1,9.060000000000002,8.510000000000005,176.113775,10.307740833333334,0.3411998862667046
59.0,49.9,70.51,79.06,60.18,8.8,5.1,41.0,84.0,8.1,46.8,5.8,110.3,26.1,118.3,99.8,1,9.100000000000001,8.549999999999997,176.37754999999999,10.307740833333332,0.3411998862667046
59.0,49.94,70.55,79.02,60.03,8.6,5.3,41.2,84.0,8.1,46.6,5.4,110.3,26.3,118.3,100.6,1,9.060000000000002,8.469999999999999,175.937925,10.307740833333334,0.34119988626670456
58.96,49.9,70.55,79.06,60.21,8.6,5.4,41.0,84.3,8.4,46.6,5.4,110.3,25.8,118.3,99.4,1,9.060000000000002,8.510000000000005,176.465475,10.307740833333334,0.3411998862667046
59.0,49.9,70.55,79.06,59.91,9.0,5.1,40.8,84.0,8.1,46.6,5.8,110.3,26.3,118.1,101.1,1,9.100000000000001,8.510000000000005,175.58622499999998,10.307740833333334,0.3411998862667046
59.0,49.9,70.55,79.02,59.92,8.8,5.1,41.0,84.0,8.0,46.6,5.6,110.1,26.3,118.1,99.8,1,9.100000000000001,8.469999999999999,175.61553333333333,10.307740833333332,0.3411998862667046
59.0,49.9,70.55,79.02,60.14,8.8,5.1,40.8,84.0,8.0,46.6,5.6,110.1,26.1,118.1,100.3,1,9.100000000000001,8.469999999999999,176.26031666666668,10.307740833333334,0.34119988626670456
59.0,49.94,70.55,79.06,60.02,8.8,5.4,41.0,84.3,8.4,46.4,5.6,110.3,25.8,117.8,101.3,1,9.060000000000002,8.510000000000005,175.90861666666666,10.307740833333332,0.3411998862667046
59.04,49.9,70.55,79.06,60.18,8.8,5.2,41.0,84.3,8.0,46.6,5.4,110.1,25.8,117.8,102.3,1,9.14,8.510000000000005,176.37754999999999,10.307740833333332,0.3411998862667046
59.04,49.94,70.51,79.02,60.0,8.8,5.4,41.0,84.3,8.1,46.6,5.8,110.1,26.3,117.6,99.6,1,9.100000000000001,8.509999999999991,175.85,10.307740833333332,0.3411998862667046
59.08,49.98,70.55,79.06,59.92,8.8,5.1,41.0,84.3,8.4,46.8,5.6,110.3,25.8,117.6,100.1,1,9.100000000000001,8.510000000000005,175.61553333333333,10.307740833333332,0.3411998862667046
59.12,50.02,70.55,79.02,60.27,9.0,5.1,41.0,84.0,8.1,46.8,5.8,110.1,26.1,117.6,100.3,1,9.099999999999994,8.469999999999999,176.64132500000002,10.307740833333334,0.34119988626670456
59.17,50.06,70.55,79.02,60.01,8.8,5.4,41.0,84.3,8.4,46.8,5.8,110.1,26.0,117.6,99.9,1,9.11,8.469999999999999,175.8793083333333,10.307740833333332,0.3411998862667046
59.17,50.06,70.55,79.06,59.9,9.0,5.2,41.0,84.0,8.0,46.8,5.8,110.1,26.1,117.6,102.3,1,9.11,8.510000000000005,175.55691666666667,10.307740833333334,0.34119988626670456
59.21,50.1,70.59,79.1,61.03,9.2,5.1,40.8,84.0,8.0,46.8,5.8,110.3,26.3,117.4,102.8,1,9.11,8.509999999999991,178.86875833333332,10.307740833333332,0.3411998862667046
59.25,50.1,70.59,79.1,60.1,9.1,5.1,41.0,84.0,8.0,46.8,6.0,110.1,26.1,117.4,99.3,1,9.149999999999999,8.509999999999991,176.14308333333335,10.307740833333334,0.34119988626670456
59.29,50.1,70.55,79.06,60.5,8.9,5.4,41.2,84.3,8.4,46.8,5.6,110.3,25.8,117.4,99.8,1,9.189999999999998,8.510000000000005,177.3154166666667,10.307740833333334,0.34119988626670456
59.29,50.1,70.55,79.06,60.86,9.0,5.2,41.0,84.3,8.6,46.8,5.8,110.1,25.8,117.1,102.3,1,9.189999999999998,8.510000000000005,178.37051666666665,10.307740833333332,0.3411998862667046
59.33,50.1,70.59,79.1,60.34,9.3,5.7,40.8,84.6,8.0,46.8,6.0,110.1,26.1,117.1,99.1,1,9.229999999999997,8.509999999999991,176.84648333333334,10.307740833333334,0.3411998862667046
59.33,50.1,70.59,79.1,60.44,9.0,5.4,41.0,84.0,8.1,46.8,5.8,110.1,26.3,117.1,101.8,1,9.229999999999997,8.509999999999991,177.13956666666667,10.307740833333334,0.34119988626670456
59.33,50.14,70.63,79.14,60.83,8.9,5.4,41.0,84.6,8.6,46.8,5.6,110.3,25.7,117.1,101.3,1,9.189999999999998,8.510000000000005,178.28259166666666,10.307740833333334,0.34119988626670456
59.37,50.14,70.59,79.14,60.23,9.1,5.1,41.0,84.0,8.1,46.8,5.8,110.1,26.1,116.9,99.4,1,9.229999999999997,8.549999999999997,176.52409166666666,10.307740833333334,0.34119988626670456
59.37,50.14,70.59,79.14,60.31,9.1,5.2,41.0,84.3,8.6,46.8,6.0,110.1,25.5,117.1,100.9,1,9.229999999999997,8.549999999999997,176.75855833333335,10.307740833333334,0.34119988626670456
59.37,50.14,70.55,79.1,60.45,9.1,5.1,40.8,84.0,8.3,46.8,5.8,110.3,26.3,116.7,102.7,1,9.229999999999997,8.549999999999997,177.168875,10.307740833333334,0.34119988626670456
59.37,50.14,70.59,79.1,60.31,9.0,5.7,41.0,84.6,8.3,46.8,6.0,110.3,25.7,116.9,100.6,1,9.229999999999997,8.509999999999991,176.75855833333335,10.307740833333334,0.34119988626670456
59.37,50.18,70.59,79.1,60.47,9.0,5.1,41.0,84.0,8.4,46.8,5.8,110.3,25.8,116.7,102.6,1,9.189999999999998,8.509999999999991,177.22749166666668,10.307740833333334,0.34119988626670456
59.41,50.18,70.59,79.14,60.64,9.1,5.4,41.2,84.3,8.0,46.8,5.8,110.3,26.0,116.9,99.8,1,9.229999999999997,8.549999999999997,177.72573333333335,10.307740833333334,0.34119988626670456
59.37,50.18,70.63,79.14,60.23,9.3,5.2,40.8,84.3,8.3,46.8,6.0,110.3,25.8,116.7,99.3,1,9.189999999999998,8.510000000000005,176.52409166666666,10.307740833333334,0.34119988626670456
59.41,50.18,70.63,79.14,60.42,8.9,5.2,41.2,84.3,8.0,46.8,5.8,110.3,26.3,116.7,99.3,1,9.229999999999997,8.510000000000005,177.08095,10.307740833333332,0.3411998862667046
59.37,50.18,70.63,79.14,60.97,9.0,5.4,41.2,84.3,8.3,46.8,5.8,110.3,26.0,116.4,101.3,1,9.189999999999998,8.510000000000005,178.69290833333335,10.307740833333334,0.34119988626670456
59.41,50.18,70.59,79.18,60.25,9.1,5.4,41.0,84.3,8.4,46.8,6.0,110.1,26.0,116.4,100.4,1,9.229999999999997,8.590000000000003,176.58270833333333,10.307740833333332,0.3411998862667046
59.37,50.18,70.59,79.14,60.57,8.8,5.4,41.0,84.3,8.3,46.8,6.0,110.3,25.8,116.4,102.1,1,9.189999999999998,8.549999999999997,177.520575,10.307740833333332,0.34119988626670456
59.37,50.14,70.59,79.14,60.77,9.0,5.1,41.2,84.3,8.3,46.8,5.6,110.3,26.0,116.4,101.3,1,9.229999999999997,8.549999999999997,178.1067416666667,10.307740833333334,0.34119988626670456
59.37,50.14,70.59,79.14,60.45,9.0,5.2,41.0,84.3,8.4,46.8,6.0,110.3,25.8,116.4,98.9,1,9.229999999999997,8.549999999999997,177.168875,10.307740833333334,0.34119988626670456
59.37,50.14,70.59,79.14,60.36,9.0,5.1,41.0,84.0,8.6,46.8,5.8,110.3,25.5,116.4,100.4,1,9.229999999999997,8.549999999999997,176.9051,10.307740833333334,0.34119988626670456
59.37,50.14,70.63,79.14,61.64,9.0,4.9,41.0,84.6,8.6,46.8,5.6,110.1,25.7,116.2,101.3,1,9.229999999999997,8.510000000000005,180.65656666666666,10.307740833333334,0.3411998862667046
59.37,50.14,70.63,79.18,60.64,9.0,5.5,41.0,84.6,8.3,46.8,5.8,110.1,25.7,116.4,100.9,1,9.229999999999997,8.550000000000011,177.72573333333335,10.307740833333334,0.34119988626670456
59.37,50.1,70.63,79.18,60.74,9.0,5.4,41.0,84.3,8.3,46.8,5.6,110.1,26.0,116.2,101.6,1,9.269999999999996,8.550000000000011,178.01881666666668,10.307740833333334,0.34119988626670456
59.37,50.1,70.63,79.23,61.17,9.0,5.1,41.0,84.3,8.3,46.8,5.6,110.1,26.0,116.2,100.3,1,9.269999999999996,8.600000000000009,179.279075,10.307740833333332,0.34119988626670456
59.37,50.1,70.67,79.23,60.66,9.2,5.4,40.8,84.6,8.1,46.8,6.0,110.1,25.5,116.2,98.9,1,9.269999999999996,8.560000000000002,177.78435,10.307740833333334,0.34119988626670456
59.37,50.1,70.63,79.23,60.68,9.3,5.2,40.8,84.3,8.1,46.8,5.6,110.3,26.0,116.0,98.9,1,9.269999999999996,8.600000000000009,177.84296666666665,10.307740833333332,0.3411998862667046
59.37,50.1,70.63,79.23,61.01,9.0,5.2,41.0,84.0,7.8,46.8,5.8,110.3,26.3,116.0,99.3,1,9.269999999999996,8.600000000000009,178.81014166666668,10.307740833333336,0.34119988626670456
59.33,50.1,70.59,79.23,60.51,9.2,5.5,40.8,84.6,7.8,46.8,6.0,110.3,25.7,116.2,99.6,1,9.229999999999997,8.64,177.34472499999998,10.307740833333332,0.3411998862667046
